data1,data2,data3
0.89659,0.842807,3
0.656238,0.877833,3
0.756548,0.946733,3
0.661025,0.865078,3
0.693746,0.603184,3
0.971236,0.662799,3
0.967483,0.674181,3
0.92337,0.837905,3
0.861244,0.910385,3
0.923232,0.811373,3
0.673871,0.653847,3
0.7979,0.487516,3
0.742972,0.916611,3
0.649419,0.845247,3
0.738939,0.559039,3
0.715977,0.915383,3
0.96,0.684924,3
0.81071,0.902841,3
0.829417,0.902122,3
0.888489,0.488962,3
0.929643,0.80928,3
0.65369,0.753677,3
0.877124,0.850037,3
0.764504,0.929063,3
0.641551,0.70389,3
0.894117,0.875946,3
0.802843,0.514923,3
0.957229,0.661817,3
0.635197,0.818493,3
0.956258,0.552068,3
0.86556,0.508337,3
0.659408,0.659348,3
0.81421,0.514737,3
0.694817,0.622369,3
0.693416,0.878928,3
0.651385,0.698302,3
0.740502,0.563206,3
0.85177,0.499942,3
0.761965,0.933712,3
0.955452,0.720238,3
0.954875,0.70474,3
0.965452,0.680803,3
0.738612,0.942304,3
0.726579,0.579463,3
0.945538,0.522099,3
0.959422,0.65246,3
0.957297,0.595096,3
0.965406,0.746734,3
0.716015,0.896487,3
0.960572,0.643271,3
0.666964,0.843381,3
0.762455,0.929482,3
0.962234,0.750242,3
0.943942,0.504235,3
0.799193,0.502417,3
0.948688,0.726115,3
0.926045,0.807806,3
0.816475,0.930527,3
0.837765,0.484615,3
0.649808,0.777145,3
0.911168,0.856642,3
0.67003,0.857544,3
0.793115,0.923592,3
0.931743,0.525628,3
0.731714,0.560611,3
0.921223,0.534824,3
0.967846,0.588968,3
0.689193,0.922266,3
0.681701,0.64868,3
0.723583,0.561936,3
0.888953,0.48623,3
0.953882,0.743231,3
0.871613,0.496686,3
0.809101,0.937206,3
0.660218,0.809507,3
0.639734,0.785502,3
0.923623,0.791448,3
0.684391,0.86284,3
0.88624,0.860881,3
0.646893,0.823225,3
0.629298,0.775265,3
0.658733,0.873349,3
0.725647,0.562374,3
0.798478,0.504764,3
0.842319,0.906323,3
0.981211,0.672228,3
0.966153,0.546463,3
0.647939,0.804917,3
0.666537,0.748765,3
0.701887,0.631005,3
0.851464,0.487679,3
0.833627,0.504161,3
0.656771,0.648446,3
0.667391,0.830969,3
0.882698,0.855126,3
0.965752,0.780014,3
0.779426,0.936161,3
0.707756,0.614761,3
0.667986,0.844889,3
0.931052,0.785626,3
0.973079,0.573924,3
0.657361,0.750303,3
0.963504,0.559867,3
0.948177,0.54855,3
0.88608,0.508098,3
0.777215,0.942785,3
0.673534,0.633151,3
0.638415,0.79835,3
0.726591,0.902527,3
0.662412,0.642997,3
0.969933,0.71843,3
0.652918,0.698909,3
0.703861,0.590416,3
0.871539,0.900265,3
0.96328,0.548641,3
0.89807,0.825427,3
0.891759,0.879052,3
0.978618,0.708049,3
0.955677,0.524626,3
0.962408,0.722778,3
0.746688,0.527644,3
0.929445,0.791156,3
0.873799,0.867559,3
0.720632,0.935452,3
0.795576,0.94052,3
0.734451,0.575491,3
0.970293,0.556597,3
0.96484,0.734068,3
0.665803,0.805715,3
0.939998,0.525131,3
0.667442,0.725666,3
0.873645,0.893836,3
0.666148,0.635118,3
0.701487,0.588129,3
0.662946,0.662922,3
0.866647,0.498365,3
0.734581,0.550066,3
0.71851,0.599348,3
0.641972,0.710993,3
0.742975,0.909436,3
0.669879,0.877835,3
0.938041,0.506482,3
0.842293,0.905006,3
0.673909,0.661711,3
0.681293,0.875299,3
0.703303,0.921012,3
0.67148,0.719399,3
0.934511,0.500084,3
0.64585,0.76076,3
0.943155,0.503549,3
0.959061,0.575543,3
0.683469,0.642212,3
0.660504,0.8059,3
0.943208,0.75047,3
0.782046,0.93582,3
0.957744,0.651418,3
0.871119,0.471281,3
0.975848,0.692939,3
0.676284,0.674612,3
0.705503,0.913256,3
0.98122,0.671308,3
0.94589,0.748151,3
0.832124,0.91197,3
0.660488,0.884435,3
0.949376,0.783564,3
0.694265,0.583074,3
0.840788,0.911833,3
0.853821,0.915151,3
0.975071,0.550082,3
0.808795,0.517042,3
0.886606,0.477831,3
0.813737,0.506165,3
0.973791,0.544643,3
0.728397,0.922901,3
0.6691,0.708763,3
0.813806,0.925542,3
0.676959,0.841333,3
0.739104,0.933005,3
0.963077,0.664103,3
0.861391,0.88799,3
0.666655,0.704627,3
0.944442,0.538036,3
0.875365,0.866089,3
0.783157,0.944259,3
0.990207,0.691904,3
0.649215,0.712142,3
0.943926,0.553774,3
0.667186,0.875464,3
0.652781,0.826684,3
0.643883,0.853839,3
0.74475,0.934674,3
0.673311,0.722473,3
0.832059,0.932653,3
0.692465,0.90012,3
0.973209,0.693502,3
0.95845,0.641728,3
0.660951,0.711707,3
0.667025,0.750601,3
0.87109,0.504333,3
0.953733,0.699626,3
0.724954,0.557055,3
0.842509,0.506905,3
0.871911,0.486975,3
0.662386,0.701589,3
0.957314,0.76354,3
0.853947,0.501426,3
0.833317,0.475136,3
0.710156,0.592989,3
0.917717,0.493477,3
0.663235,0.883615,3
0.956594,0.792447,3
0.740129,0.554984,3
0.972242,0.706965,3
0.757083,0.936457,3
0.647137,0.770194,3
0.753576,0.92655,3
0.696185,0.922629,3
0.967456,0.653924,3
0.75954,0.933279,3
0.808237,0.516482,3
0.789301,0.926799,3
0.779965,0.944812,3
0.803376,0.483915,3
0.732223,0.91912,3
0.722613,0.599411,3
0.79143,0.50272,3
0.920959,0.809455,3
0.796807,0.911606,3
0.835215,0.926561,3
0.771236,0.93016,3
0.638594,0.81031,3
0.694914,0.904706,3
0.909764,0.844598,3
0.680295,0.601534,3
0.775712,0.51619,3
0.956714,0.539031,3
0.707853,0.594836,3
0.735645,0.562344,3
0.696815,0.641501,3
0.925596,0.497589,3
0.745181,0.545364,3
0.68519,0.884863,3
0.985485,0.579409,3
0.975094,0.619106,3
0.679618,0.887592,3
0.977101,0.696245,3
0.982923,0.57553,3
0.702029,0.611758,3
0.827591,0.491682,3
0.705592,0.933361,3
0.682756,0.629419,3
0.641457,0.780554,3
0.743749,0.521092,3
0.859993,0.91424,3
0.862179,0.912569,3
0.91572,0.79581,3
0.697394,0.884633,3
0.797095,0.524694,3
0.919593,0.86003,3
0.961,0.552324,3
0.92486,0.822761,3
0.860897,0.494231,3
0.734213,0.916594,3
0.95235,0.575037,3
0.905685,0.85393,3
0.850735,0.491461,3
0.959418,0.640457,3
0.748807,0.936485,3
0.857773,0.487457,3
0.965002,0.61332,3
0.994042,0.66119,3
0.801466,0.924681,3
0.967059,0.659503,3
0.928098,0.79224,3
0.947205,0.559411,3
0.965281,0.590435,3
0.73804,0.906638,3
0.759155,0.542821,3
0.738411,0.921106,3
0.921221,0.503176,3
0.978387,0.721718,3
0.955471,0.564523,3
0.966606,0.579074,3
0.843358,0.486192,3
0.79381,0.937088,3
0.696983,0.628045,3
0.911903,0.81093,3
0.676157,0.68208,3
0.693813,0.59986,3
0.666599,0.830218,3
0.925085,0.844752,3
0.974638,0.582136,3
0.958956,0.735535,3
0.973536,0.590982,3
0.955229,0.564287,3
0.7786,0.926084,3
0.654693,0.813207,3
0.687325,0.887772,3
0.77512,0.920847,3
0.806546,0.501812,3
0.651545,0.685543,3
0.807314,0.503984,3
0.747078,0.931924,3
0.892254,0.509572,3
0.757778,0.51687,3
0.94847,0.574376,3
0.661518,0.890828,3
0.839423,0.928095,3
0.653826,0.662873,3
0.772137,0.509182,3
0.98292,0.728314,3
0.993166,0.631297,3
0.854221,0.906383,3
0.721351,0.605113,3
0.748965,0.910258,3
0.973165,0.695739,3
0.687766,0.888036,3
0.685316,0.602973,3
0.728525,0.547295,3
0.783935,0.930947,3
0.641798,0.820336,3
0.700915,0.61342,3
0.950112,0.563298,3
0.723585,0.936568,3
0.960203,0.568192,3
0.689239,0.632056,3
0.943725,0.548908,3
0.727297,0.902819,3
0.695729,0.592336,3
0.98591,0.714664,3
0.636817,0.757596,3
0.910484,0.813994,3
0.810539,0.521808,3
0.881081,0.856524,3
0.891237,0.513229,3
0.930616,0.527502,3
0.8127,0.903153,3
0.937772,0.803237,3
0.690269,0.910734,3
0.782162,0.511834,3
0.863953,0.506766,3
0.659752,0.665439,3
0.891776,0.507325,3
0.845979,0.913119,3
0.669102,0.860091,3
0.907303,0.521389,3
0.802737,0.924771,3
0.952603,0.753771,3
0.754833,0.918516,3
0.894014,0.515465,3
0.645708,0.820405,3
0.870372,0.905288,3
0.745352,0.925424,3
0.69302,0.877237,3
0.636655,0.827857,3
0.973767,0.557001,3
0.967749,0.673239,3
0.911882,0.857664,3
0.652132,0.67567,3
0.746596,0.913042,3
0.71825,0.910416,3
0.804783,0.519564,3
0.986423,0.664743,3
0.676007,0.708178,3
0.911985,0.521012,3
0.932859,0.838305,3
0.88646,0.491126,3
0.722602,0.557662,3
0.746424,0.932512,3
0.981991,0.616806,3
0.953969,0.723241,3
0.652137,0.815199,3
0.711438,0.901836,3
0.755173,0.927783,3
0.646347,0.778562,3
0.67718,0.907795,3
0.958821,0.73475,3
0.692018,0.622209,3
0.96331,0.570884,3
0.846452,0.47219,3
0.967074,0.745443,3
0.935758,0.541586,3
0.792088,0.499825,3
0.648608,0.767359,3
0.940114,0.798237,3
0.812562,0.900834,3
0.723578,0.93927,3
0.816767,0.499894,3
0.840734,0.897894,3
0.949535,0.739257,3
0.670649,0.894371,3
0.965877,0.580088,3
0.816944,0.900947,3
0.664325,0.888169,3
0.676339,0.620986,3
0.658874,0.658788,3
0.974696,0.761928,3
0.876226,0.89739,3
0.963875,0.674113,3
0.940107,0.793464,3
0.74667,0.918146,3
0.983566,0.648482,3
0.661399,0.782814,3
0.835911,0.896385,3
0.677008,0.668975,3
0.780191,0.526218,3
0.859631,0.503477,3
0.958735,0.554745,3
0.684061,0.622197,3
0.95345,0.549059,3
0.829902,0.491398,3
0.665703,0.857633,3
0.672996,0.866633,3
0.667798,0.856476,3
0.990081,0.665597,3
0.969753,0.559819,3
0.943608,0.768847,3
0.86137,0.503265,3
0.736555,0.908498,3
0.79117,0.930308,3
0.869338,0.504695,3
0.961011,0.684247,3
0.864854,0.470613,3
0.656747,0.757963,3
0.931797,0.523558,3
0.641883,0.719447,3
0.982196,0.571209,3
0.865306,0.893221,3
0.817988,0.92166,3
0.661592,0.704748,3
0.649633,0.700104,3
0.646257,0.854395,3
0.964635,0.726996,3
0.900474,0.4985,3
0.978424,0.611591,3
0.966204,0.537018,3
0.805517,0.500081,3
0.710702,0.583262,3
0.815635,0.48569,3
0.909916,0.486211,3
0.960538,0.692866,3
0.658282,0.801845,3
0.940964,0.515042,3
0.819397,0.896265,3
0.674874,0.902276,3
0.701743,0.620562,3
0.785977,0.501302,3
0.957203,0.614791,3
0.647559,0.744438,3
0.741873,0.918123,3
0.739697,0.933077,3
0.770464,0.926839,3
0.900004,0.494611,3
0.973313,0.547161,3
0.965293,0.527802,3
0.669328,0.861371,3
0.878623,0.876068,3
0.676319,0.879867,3
0.679163,0.654285,3
0.787747,0.912476,3
0.750721,0.553306,3
0.739226,0.909674,3
0.669161,0.820436,3
0.691952,0.592822,3
0.985718,0.616993,3
0.669109,0.862802,3
0.978556,0.639116,3
0.959691,0.667576,3
0.891173,0.491921,3
0.902983,0.49425,3
0.955099,0.699702,3
0.879968,0.877156,3
0.774376,0.501248,3
0.939641,0.524075,3
0.931951,0.546006,3
0.91561,0.515611,3
0.920234,0.80153,3
0.66422,0.701513,3
0.953286,0.74061,3
0.805741,0.497013,3
0.646145,0.706903,3
0.812586,0.485865,3
0.872899,0.496525,3
0.914172,0.803786,3
0.839289,0.483378,3
0.899074,0.492047,3
0.651823,0.719504,3
0.882018,0.484467,3
0.750798,0.915519,3
0.881698,0.509991,3
0.909325,0.810241,3
0.671186,0.654288,3
0.753795,0.520102,3
0.708427,0.570477,3
0.992885,0.677593,3
0.920205,0.508917,3
0.874707,0.506865,3
0.657511,0.719659,3
0.979929,0.667195,3
0.727406,0.558789,3
0.726313,0.918149,3
0.659443,0.692195,3
0.909839,0.486024,3
0.823156,0.482812,3
0.873491,0.863686,3
0.972963,0.657653,3
0.704185,0.604236,3
0.988862,0.665057,3
0.795682,0.93421,3
0.673119,0.686139,3
0.793249,0.525366,3
0.820266,0.906513,3
0.963833,0.625335,3
0.987699,0.583753,3
0.931731,0.538754,3
0.682039,0.626999,3
0.874783,0.865825,3
0.715366,0.908316,3
0.805755,0.92168,3
0.645406,0.813772,3
0.716581,0.89815,3
0.787627,0.916503,3
0.920511,0.526129,3
0.742728,0.560266,3
0.932274,0.775895,3
0.930855,0.509349,3
0.992325,0.628787,3
0.655263,0.695218,3
0.912104,0.850828,3
0.935895,0.753901,3
0.955175,0.525864,3
0.744614,0.535118,3
0.711928,0.615812,3
0.88461,0.867637,3
0.946876,0.508182,3
0.676674,0.661554,3
0.719741,0.907403,3
0.92518,0.48905,3
0.821895,0.502182,3
0.834984,0.488545,3
0.760714,0.527034,3
0.667425,0.634636,3
0.64675,0.683867,3
0.927678,0.502884,3
0.762542,0.911623,3
0.923366,0.785642,3
0.718381,0.898059,3
0.835117,0.912426,3
0.84061,0.902413,3
0.686288,0.878651,3
0.974798,0.743522,3
0.685148,0.902848,3
0.720987,0.919894,3
0.735668,0.910862,3
0.671641,0.703723,3
0.688853,0.601126,3
0.875695,0.500496,3
0.736493,0.909515,3
0.744755,0.941736,3
0.900595,0.519122,3
0.894975,0.887132,3
0.710911,0.898433,3
0.901364,0.868234,3
0.95813,0.627452,3
0.988619,0.59264,3
0.652964,0.663751,3
0.642103,0.770245,3
0.943353,0.568723,3
0.983827,0.725435,3
0.946093,0.507735,3
0.87918,0.855046,3
0.88225,0.510586,3
0.960325,0.534555,3
0.684336,0.591132,3
0.957206,0.691861,3
0.654255,0.797889,3
0.652281,0.659445,3
0.678016,0.852555,3
0.671087,0.643653,3
0.788191,0.519937,3
0.928988,0.541803,3
0.978002,0.577245,3
0.977869,0.636358,3
0.974137,0.591847,3
0.668177,0.800436,3
0.899881,0.477304,3
0.74951,0.549468,3
0.865283,0.878918,3
0.765439,0.545219,3
0.869033,0.487988,3
0.644895,0.863315,3
0.922365,0.8134,3
0.861299,0.49677,3
0.940354,0.813643,3
0.663267,0.890471,3
0.715263,0.933944,3
0.750233,0.909467,3
0.659353,0.829004,3
0.691231,0.591125,3
0.905066,0.510891,3
0.703609,0.894742,3
0.969504,0.629617,3
0.690239,0.885668,3
0.950712,0.710065,3
0.686605,0.6603,3
0.74757,0.556085,3
0.913983,0.809877,3
0.676664,0.865353,3
0.949416,0.559049,3
0.691752,0.926708,3
0.821152,0.900345,3
0.896359,0.854839,3
0.694731,0.60663,3
0.93928,0.523057,3
0.916278,0.858158,3
0.954313,0.571851,3
0.894204,0.836451,3
0.968274,0.597752,3
0.653499,0.809617,3
0.656666,0.710884,3
0.989075,0.691832,3
0.752054,0.94511,3
0.96113,0.57924,3
0.972221,0.626409,3
0.914246,0.801317,3
0.840809,0.921364,3
0.922745,0.795144,3
0.969773,0.768127,3
0.908491,0.8664,3
0.858238,0.493736,3
0.981248,0.61613,3
0.649457,0.809619,3
0.812027,0.481273,3
0.744701,0.557734,3
0.951279,0.522578,3
0.656406,0.768833,3
0.886271,0.83852,3
0.857598,0.482793,3
0.938926,0.764647,3
0.732364,0.588357,3
0.698148,0.879407,3
0.96149,0.78317,3
0.68832,0.900168,3
0.744502,0.539509,3
0.760474,0.938193,3
0.792224,0.531954,3
0.7316,0.546155,3
0.820188,0.500368,3
0.70995,0.92949,3
0.910406,0.85801,3
0.991759,0.690667,3
0.767094,0.925796,3
0.662641,0.671682,3
0.682464,0.608039,3
0.684914,0.631078,3
0.971001,0.611899,3
0.650621,0.831891,3
0.778939,0.541242,3
0.935301,0.549449,3
0.879833,0.479478,3
0.949557,0.569236,3
0.650911,0.762427,3
0.640344,0.849824,3
0.696171,0.880659,3
0.907045,0.849785,3
0.664523,0.885808,3
0.795469,0.927404,3
0.68823,0.888867,3
0.71741,0.935194,3
0.935518,0.530415,3
0.960052,0.710264,3
0.82994,0.906736,3
0.673355,0.659918,3
0.833625,0.508253,3
0.759316,0.553546,3
0.823497,0.895818,3
0.858386,0.495746,3
0.74373,0.910682,3
0.885815,0.478714,3
0.739437,0.930872,3
0.789183,0.915682,3
0.773998,0.497894,3
0.647214,0.767679,3
0.708308,0.600356,3
0.766263,0.544191,3
0.902951,0.866007,3
0.778635,0.530607,3
0.711199,0.581238,3
0.944846,0.515802,3
0.738316,0.908496,3
0.790827,0.517017,3
0.709179,0.618516,3
0.961605,0.630455,3
0.666466,0.748956,3
0.737732,0.534798,3
0.951642,0.554667,3
0.777102,0.523462,3
0.632396,0.804242,3
0.668024,0.638075,3
0.798324,0.942507,3
0.741686,0.939598,3
0.671339,0.629668,3
0.669032,0.650587,3
0.706782,0.917128,3
0.991861,0.606231,3
0.940772,0.527194,3
0.841489,0.887348,3
0.772449,0.524412,3
0.867912,0.503675,3
0.759987,0.911999,3
0.649229,0.830406,3
0.967812,0.574577,3
0.944373,0.776853,3
0.639275,0.839082,3
0.850534,0.912242,3
0.961042,0.637969,3
0.638896,0.781258,3
0.971222,0.662311,3
0.937675,0.524969,3
0.908281,0.488725,3
0.865467,0.907756,3
0.699338,0.906861,3
0.966243,0.715907,3
0.67536,0.684479,3
0.781186,0.512679,3
0.927305,0.840782,3
0.632396,0.731322,3
0.813936,0.520028,3
0.885459,0.477241,3
0.787867,0.494773,3
0.637232,0.733009,3
0.848455,0.502871,3
0.967898,0.542299,3
0.721433,0.592188,3
0.833498,0.511111,3
0.733467,0.939393,3
0.630774,0.759755,3
0.949653,0.738362,3
0.949397,0.805443,3
0.822132,0.496142,3
0.97513,0.552362,3
0.668268,0.822805,3
0.974366,0.546168,3
0.740992,0.524127,3
0.924563,0.810367,3
0.95012,0.565645,3
0.704087,0.900601,3
0.780032,0.503089,3
0.638624,0.806418,3
0.860613,0.871246,3
0.749151,0.912945,3
0.895128,0.832999,3
0.709036,0.586634,3
0.711801,0.571136,3
0.97384,0.737407,3
0.72101,0.569838,3
0.72059,0.905697,3
0.972529,0.645416,3
0.984832,0.726364,3
0.754276,0.530101,3
0.847252,0.477949,3
0.910816,0.864595,3
0.703187,0.570434,3
0.642539,0.820146,3
0.893569,0.477783,3
0.959233,0.602562,3
0.737439,0.94177,3
0.696243,0.920272,3
0.965621,0.533904,3
0.784886,0.516815,3
0.776969,0.935055,3
0.944214,0.786432,3
0.991211,0.66803,3
0.655526,0.848351,3
0.881178,0.887409,3
0.719817,0.940198,3
0.658811,0.842626,3
0.878566,0.869778,3
0.932689,0.520121,3
0.932552,0.766075,3
0.937539,0.750762,3
0.648444,0.688375,3
0.647347,0.786399,3
0.860982,0.479154,3
0.696607,0.592764,3
0.937293,0.811533,3
0.986324,0.674182,3
0.634374,0.748101,3
0.741217,0.560443,3
0.962318,0.738628,3
0.932738,0.797515,3
0.839691,0.888382,3
0.679544,0.677361,3
0.788186,0.533541,3
0.723206,0.934845,3
0.94938,0.578822,3
0.948797,0.57774,3
0.69271,0.926723,3
0.819781,0.896721,3
0.673394,0.659439,3
0.890444,0.866836,3
0.955778,0.560302,3
0.665057,0.658026,3
0.659443,0.847112,3
0.635833,0.773572,3
0.961905,0.63089,3
0.782038,0.521132,3
0.653773,0.72188,3
0.82174,0.504566,3
0.8151,0.919026,3
0.781736,0.536065,3
0.650559,0.730927,3
0.744071,0.92691,3
0.724749,0.916139,3
0.906603,0.861355,3
0.912068,0.816124,3
0.692416,0.874924,3
0.821292,0.918802,3
0.711085,0.931443,3
0.662425,0.79202,3
0.929285,0.839609,3
0.88747,0.472769,3
0.800173,0.490923,3
0.929582,0.769915,3
0.930689,0.519164,3
0.813944,0.916632,3
0.81783,0.480107,3
0.991505,0.643642,3
0.984674,0.682648,3
0.917375,0.825176,3
0.978159,0.573625,3
0.694069,0.912346,3
0.79465,0.918167,3
0.86962,0.503672,3
0.637586,0.797994,3
0.643878,0.775014,3
0.638499,0.707133,3
0.867406,0.877516,3
0.708598,0.586945,3
0.651298,0.857022,3
0.775534,0.525152,3
0.90725,0.830314,3
0.941608,0.553163,3
0.841868,0.49766,3
0.779162,0.528261,3
0.938107,0.499619,3
0.903288,0.840965,3
0.931849,0.529542,3
0.687631,0.874952,3
0.8798,0.494768,3
0.717045,0.909512,3
0.767359,0.534914,3
0.707883,0.577378,3
0.742108,0.546525,3
0.758719,0.937265,3
0.768397,0.920805,3
0.808242,0.497996,3
0.946824,0.562177,3
0.896082,0.517362,3
0.653445,0.824225,3
0.665682,0.8397,3
0.862873,0.909026,3
0.672417,0.861535,3
0.885869,0.499503,3
0.662212,0.674208,3
0.915515,0.839361,3
0.736715,0.945286,3
0.730175,0.583181,3
0.653106,0.810634,3
0.851239,0.509025,3
0.910597,0.511226,3
0.719657,0.584837,3
0.660515,0.775673,3
0.885984,0.503202,3
0.719011,0.545238,3
0.764572,0.541348,3
0.713201,0.603414,3
0.859558,0.904848,3
0.893812,0.510013,3
0.659629,0.835994,3
0.828465,0.508692,3
0.742749,0.523355,3
0.667737,0.796135,3
0.900877,0.828108,3
0.668007,0.87442,3
0.981302,0.619384,3
0.968134,0.678593,3
0.812461,0.486126,3
0.651132,0.704865,3
0.828523,0.907268,3
0.960144,0.551363,3
0.94098,0.744742,3
0.853752,0.49123,3
0.702053,0.929684,3
0.668779,0.668817,3
0.787131,0.522986,3
0.781669,0.517688,3
0.703559,0.596498,3
0.6564,0.816653,3
0.652992,0.689609,3
0.939017,0.557488,3
0.681768,0.642584,3
0.919015,0.828798,3
0.941484,0.767223,3
0.791679,0.520743,3
0.911795,0.501204,3
0.931673,0.765293,3
0.675064,0.890249,3
0.962876,0.559949,3
0.634483,0.802351,3
0.892614,0.845476,3
0.822359,0.905775,3
0.957333,0.599003,3
0.780539,0.520729,3
0.713323,0.926525,3
0.725319,0.939714,3
0.675339,0.682082,3
0.966024,0.715375,3
0.666647,0.899618,3
0.956718,0.610728,3
0.629501,0.771987,3
0.790492,0.506755,3
0.965551,0.689087,3
0.69173,0.919772,3
0.677443,0.601205,3
0.676572,0.648961,3
0.759153,0.935245,3
0.699864,0.585658,3
0.768951,0.51259,3
0.77261,0.941466,3
0.96998,0.75795,3
0.7411,0.913731,3
0.789919,0.944784,3
0.75455,0.538212,3
0.97196,0.759059,3
0.66653,0.656995,3
0.877961,0.900968,3
0.986418,0.66994,3
0.909462,0.496793,3
0.72169,0.929759,3
0.735963,0.527446,3
0.743582,0.93065,3
0.867843,0.477531,3
0.967837,0.640111,3
0.816171,0.478552,3
0.901554,0.853219,3
0.867824,0.886944,3
0.907324,0.816056,3
0.682046,0.899627,3
0.775216,0.511298,3
0.940169,0.746875,3
0.798547,0.940451,3
0.64481,0.705207,3
0.740015,0.910413,3
0.674448,0.904257,3
0.75097,0.560609,3
0.842834,0.488138,3
0.955263,0.764047,3
0.849131,0.884525,3
0.652982,0.743549,3
0.641711,0.820138,3
0.780835,0.497639,3
0.836012,0.50589,3
0.865712,0.903325,3
0.678674,0.875657,3
0.90782,0.865819,3
0.969334,0.715023,3
0.910802,0.492705,3
0.979114,0.698087,3
0.790872,0.517347,3
0.716961,0.548814,3
0.968093,0.681524,3
0.910164,0.824127,3
0.963809,0.768656,3
0.750455,0.533248,3
0.942787,0.761991,3
0.819314,0.919795,3
0.641359,0.820304,3
0.632629,0.776124,3
0.940593,0.826586,3
0.814069,0.912045,3
0.746208,0.943381,3
0.668844,0.728526,3
0.658238,0.802098,3
0.650423,0.818524,3
0.845998,0.491887,3
0.942081,0.74227,3
0.853022,0.475419,3
0.837719,0.495136,3
0.767888,0.922744,3
0.655244,0.744193,3
0.630354,0.766597,3
0.888101,0.840143,3
0.916631,0.507395,3
0.750193,0.91408,3
0.984271,0.714225,3
0.672221,0.869444,3
0.938214,0.507922,3
0.735464,0.941363,3
0.718374,0.570409,3
0.924279,0.520788,3
0.82554,0.488182,3
0.851115,0.47819,3
0.748632,0.910255,3
0.6486,0.68102,3
0.668312,0.804339,3
0.940605,0.523977,3
0.954181,0.760125,3
0.769951,0.522809,3
0.948499,0.762405,3
0.948779,0.722731,3
0.9245,0.508089,3
0.902534,0.489208,3
0.925565,0.799201,3
0.791225,0.913856,3
0.936903,0.768072,3
0.682195,0.620018,3
0.631578,0.758576,3
0.689193,0.60302,3
0.909864,0.845603,3
0.884843,0.472457,3
0.722886,0.901887,3
0.982004,0.634389,3
0.649331,0.677858,3
0.739622,0.534854,3
0.689147,0.884297,3
0.700379,0.584932,3
0.77509,0.916399,3
0.720478,0.544126,3
0.896322,0.832394,3
0.962649,0.581932,3
0.953475,0.58229,3
0.961492,0.696581,3
0.674568,0.607517,3
0.925373,0.534376,3
0.943521,0.512765,3
0.95764,0.567367,3
0.660569,0.884587,3
0.783275,0.921065,3
0.716171,0.571306,3
0.955702,0.779967,3
0.660209,0.865067,3
0.942273,0.537614,3
0.786257,0.9152,3
0.787469,0.918811,3
0.698839,0.920535,3
0.652435,0.81991,3
0.886409,0.476207,3
0.98314,0.688731,3
0.978254,0.701994,3
0.675527,0.854645,3
0.688445,0.647778,3
0.980543,0.63117,3
0.96533,0.750385,3
0.86045,0.892807,3
0.930859,0.822408,3
0.681005,0.875151,3
0.872158,0.480238,3
0.966559,0.560951,3
0.689067,0.906353,3
0.66112,0.88935,3
0.905893,0.48162,3
0.720921,0.590717,3
0.640614,0.723806,3
0.954762,0.588531,3
0.7055,0.932443,3
0.737641,0.531676,3
0.94947,0.728069,3
0.656685,0.678647,3
0.789143,0.520264,3
0.650584,0.750256,3
0.844251,0.498788,3
0.955442,0.72943,3
0.930233,0.800809,3
0.963421,0.568931,3
0.936432,0.535673,3
0.717774,0.555927,3
0.665019,0.723374,3
0.674392,0.700315,3
0.683118,0.893006,3
0.861596,0.478159,3
0.699541,0.567778,3
0.956159,0.612669,3
0.822428,0.926518,3
0.74519,0.536838,3
0.844675,0.900378,3
0.729978,0.940599,3
0.938526,0.830055,3
0.812515,0.514269,3
0.700908,0.575531,3
0.802357,0.909714,3
0.681628,0.911295,3
0.861488,0.475034,3
0.641167,0.76987,3
0.751542,0.564383,3
0.723424,0.589038,3
0.671258,0.703012,3
0.826378,0.910869,3
0.65595,0.758918,3
0.964985,0.637708,3
0.954908,0.559582,3
0.972197,0.720547,3
0.862348,0.908015,3
0.909649,0.510096,3
0.800398,0.942267,3
0.666281,0.7923,3
0.961126,0.523746,3
0.901386,0.852098,3
0.937006,0.519516,3
0.918517,0.495034,3
0.929155,0.836849,3
0.849428,0.900943,3
0.643735,0.816002,3
0.992388,0.631218,3
0.922012,0.830187,3
0.941071,0.80494,3
0.878916,0.494541,3
0.970523,0.553312,3
0.653699,0.676232,3
0.832995,0.508551,3
0.793392,0.529373,3
0.705381,0.583189,3
0.888024,0.509749,3
0.695382,0.924463,3
0.976759,0.636803,3
0.880744,0.507064,3
0.702675,0.602309,3
0.930193,0.502955,3
0.678239,0.691743,3
0.66724,0.732453,3
0.901881,0.478625,3
0.965834,0.756279,3
0.962444,0.545294,3
0.632778,0.732081,3
0.663504,0.739882,3
0.633802,0.757534,3
0.917683,0.799279,3
0.868883,0.907771,3
0.834038,0.925838,3
0.650581,0.818156,3
0.798985,0.510771,3
0.669761,0.813454,3
0.67422,0.840232,3
0.898804,0.839279,3
0.672956,0.84639,3
0.901124,0.871797,3
0.726534,0.919839,3
0.670925,0.849258,3
0.640685,0.797775,3
0.654928,0.664042,3
0.901495,0.49442,3
0.951427,0.7183,3
0.660376,0.884805,3
0.653575,0.709948,3
0.785367,0.536104,3
0.824747,0.478541,3
0.937065,0.556464,3
0.871221,0.881998,3
0.993149,0.6806,3
0.748705,0.937004,3
0.967984,0.750311,3
0.940509,0.793274,3
0.682301,0.858285,3
0.653312,0.676037,3
0.947359,0.509399,3
0.914817,0.832328,3
